data-start,data-end,data-today,data-intro,data-group1-consent,data-group1-coordinates,data-group1-coordinates-altitude,data-group1-coordinates-accuracy,data-group1-interviewer,data-group1-subcounty,data-group1-village,data-group2-gender,data-group2-age,data-group2-education,data-group2-career_g-career,data-group2-career_g-career_other,data-group2-resisdence_time,data-group2-birth_place,data-group2-farm_role,data-group2-ownership_by,data-group2-tenure,data-group2-farming_year,data-group2-river_dist,data-group2-farm_size,data-group2-landuse_g-landuse,data-group2-landuse_g-landuse_other,data-group2-crop_g-crop,data-group2-crop_g-crop_other,data-group3-invasion,data-group3-giraffe_action_g-giraffe_action,data-group3-giraffe_action_g-giraffe_action_other,data-group3-giraffe_attractants_g-giraffe_attractants,data-group3-giraffe_attractants_g-giraffe_attractants_other,data-group3-invasion_frq,data-group3-invasion_time,data-group3-invasion_trend,data-group3-income_impact,data-group3-harvest1,data-group3-harvest2,data-group4-reduc_imp,data-group4-using_measure,data-group4-measures_g-measures,data-group4-measures_g-measures_other,data-group3.1-effectiveness1,data-group3.1-effectiveness2,data-group3.1-effectiveness3,data-group3.1-effectiveness4,data-group3.1-effectiveness5,data-group3.1-effectiveness6,data-group3.1-effectiveness7,data-effectiveness_thoughts-eff_resn1,data-effectiveness_thoughts-eff_resn2,data-effectiveness_thoughts-eff_resn3,data-effectiveness_thoughts-eff_resn4,data-effectiveness_thoughts-eff_resn5,data-effectiveness_thoughts-eff_resn6,data-effectiveness_thoughts-eff_resn7,data-effectiveness_thoughts-eff_resn8,data-effectiveness_thoughts-eff_resn9,data-effectiveness_thoughts-eff_resn10,data-effectiveness_thoughts-eff_resn11,data-effectiveness_thoughts-eff_resn12,data-effectiveness_thoughts-eff_resn13,data-effectiveness_thoughts-eff_resn14,data-impro_mtd,data-impro_mtd1,data-try_new,data-new_mtd,data-trial_resn_g-trial_resn,data-trial_resn_g-trial_resn_other,data-bar_new_g-bar_new,data-bar_new_g-bar_new_other,data-sol_appr_g-sol_appr,data-sol_appr_g-sol_appr_other,data-req_try_new_g-req_try_new,data-req_try_new_g-req_try_other,data-lead_training_g-lead_training,data-lead_training_g-lead_training_other,data-time_training-time_training,data-time_training-pick_day,data-mgt_plc_g-mgt_plc,data-mgt_plc_g-mgt_plc_other,data-group5-do_repo,data-group5-no_repo_why_g-no_repo_why,data-group5-no_repo_why_g-no_repo_other,data-group5-repo_where,data-group5-repo_how_g-repo_how,data-group5-repo_how_g-repo_how_other,data-group5-past_repo,data-group5-issu_addr,data-group5-feedback,data-group5-sat_fdbck_g-sat_fdbck,data-group5-sat_fdbck_g-sat_fdbck_other,data-group5-receive_info,data-group5-receiving_CH_g-receiving_CH,data-group5-receiving_CH_g-receiving_CH_other,data-group5-interested_knowing,data-group5-receiving_CH1_g-receiving_CH1,data-group5-receiving_CH1_g-receiving_CH1_other,data-group5-advice_g-advice,data-group5-advice_g-advice_other,data-group6-conservation,data-group6-group6.1-cons_yes1,data-group6-group6.1-cons_yes2,data-group6-group6.1-cons_yes3,data-group6-group6.1-cons_yes4,data-group6-group6.1-cons_yes5,data-group6-group6.2-cons_no1,data-group6-group6.2-cons_no2,data-group6-group6.2-cons_no3,data-group6-group6.2-cons_no4,data-group6-part_in_conser,data-group6-invol_inst,data-group6-aware_pa,data-group6-prot_area,data-group6-prot_area_other,data-group6-cons_org_g-cons_org,data-group6-cons_org_g-cons_org_other,data-group6-group6.3-cons_feeling1,data-group6-group6.3-cons_feeling2,data-group6-group6.3-cons_feeling3,data-group6-group6.3-cons_feeling4,data-group6-group6.3-remarks,data-meta-audit,data-meta-instanceID
17/02/22 13:49,17/02/22 14:00,17/02/22, ,yes,"-0.3842393,39.6180895",124.7,4.85,sahal,garissa,raya,female,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,first_come,group,2001_2010,more_than_1km_but_less_than_2km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,total_loss,50 boxes,Less than 5,extremely_important,no, , , , , , , , , , , , , , , , , , , , , , , , , ,extreme_interest,Government support in stopping them,kws_use, ,don't_know_other_methods, ,"farmers_association, ngss", ,"information, financial_support, training", ,"farmer, local_govt, conservation_org", ,morning_weekend,sunday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,not_satisfied,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,agree,agree,agree,no_opinion,agree, , , , ,no, ,no, , ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1bVSgETU8hu20hXePZpme71FA_FuKSuuf,uuid:7c736568-57a2-4387-928a-ee9cbf0dea5a
17/02/22 15:03,17/02/22 15:13,17/02/22, ,yes,"-0.3613,39.6102045",133.5,8.5,sahal,garissa,raya,female,50 to 59,informal,farmer, ,more_than_5_but_less_10 years,yes,owner,inherited,group,2011_2020,more_than_2km_but_less_than_3km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,all_year_round,"dusk, night",increase,total_loss,50box,Less than 5 sometimes,extremely_important,no, , , , , , , , , , , , , , , , , , , , , , , , , ,extreme_interest,I don't know,others,I don't know,don't_know_other_methods, ,"farmers_association, government_institutions, ngss", ,"information, technical_support, financial_support, training", ,"conservation_org, local_govt", ,morning_weekend,sunday,farm, ,no,I_don't_know_where, , , , ,no, , ,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,agree,agree,agree,agree,agree, , , , ,no, ,no, , ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1ylIXAtYm6rxqRAlX_qd_h60XK_RuzXwl,uuid:3be31bbc-0428-4063-9af0-541bbab957c1
17/02/22 15:20,17/02/22 15:32,17/02/22, ,yes,"-0.3610168,39.6100032",144.9,5,sahal,garissa,raya,female,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,govt_issued,group,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons, bananas", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,total_loss,30b0xes,Less than 5 sometimes,extremely_important,no, , , , , , , , , , , , , , , , , , , , , , , , , ,extreme_interest,I don't know,others,I don't know,don't_know_other_methods, ,"farmers_association, government_institutions, ngss", ,"information, technical_support, financial_support, training", ,"farmer, conservation_org", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,no, , ,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,agree,agree,agree,no_opinion,agree, , , , ,no, ,no, , ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1UzLeMoyfjy7l0WP8x9-AZ6Vv5D2EZkxM,uuid:a000a7fe-dfdb-496a-97ee-a636357108ad
17/02/22 15:38,17/02/22 15:49,17/02/22, ,yes,"-0.3608759,39.6098013",70.8,7.625,sahal,garissa,raya,male,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,first_come,group,2001_2010,more_than_1km_but_less_than_2km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons, vegetable", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,total_loss,60 boxes,Less than 10,extremely_important,no, , , , , , , , , , , , , , , , , , , , , , , , , ,extreme_interest,Fencing using blocks,neighbour_uses, ,"expensive_equipment, financial_constraints, lack_knowledge", ,"Indivudually, farmers_association", ,"information, technical_support, financial_support, training", ,"conservation_org, local_govt, farmer", ,morning_weekend,sunday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,not_satisfied,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,agree,agree,agree,no_opinion,agree, , , , ,no, ,no, , ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1SQ0gRA665QMZssI-4cwCvU53ib8bUf4D,uuid:1c5e66db-60b6-41aa-8baf-16c951e3bf99
17/02/22 15:49,17/02/22 15:57,17/02/22, ,yes,"-0.361057,39.609954",178.3,4.883,sahal,garissa,raya,female,60 or older,informal,farmer, ,beyond_20 years,yes,owner,govt_issued,group,1981_1990s,more_than_1km_but_less_than_2km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,total_loss,50 boxes,Less  than 5 sometimes,extremely_important,no, , , , , , , , , , , , , , , , , , , , , , , , , ,extreme_interest,I don't know,others,I don't know of any method  for now,don't_know_other_methods, ,"Indivudually, farmers_association, government_institutions", ,"technical_support, training, financial_support, information", ,"conservation_org, farmer", ,morning_weekend,saturday,farm, ,no,I_don't_know_where, , , , ,no, , ,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,no_opinion,agree, , , , ,no, ,no, , ,none, ,strongly_agree,strongly_agree,disagree,strongly_agree, ,https://drive.google.com/open?id=1_k9TkIaIWLitWPvdDQOXN4aHTJEpQJU4,uuid:880b24f2-191b-4e81-96d7-e323128615cc
18/02/22 09:06,18/02/22 09:42,18/02/22, ,yes,"-0.5520361,39.7083234",103.8,4.7,owino,garissa,jarirot,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,first_come,group,2011_2020,less_1km,less_5Ha,agriculture, ,"mangoes, bananas, melon", ,yes,destroy_crops, ,"crops, river, water", ,dry,night,increase,partial_loss,Doesn't know,Na,extremely_important,yes,"guard, fence, fire", ,not,Highly, ,not, , , , ,Giraffes breakthrough regardless,They chase them but they still come, , , , ,Giraffe seem not to be afraid of fire, , , , , , ,no, ,extreme_interest,Electric fence,"available, easy_use", ,"expensive_equipment, financial_constraints", ,government_institutions, ,"information, training, financial_support", ,conservation_org, ,morning_weekend,sunday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,"compensation, prevention", ,no, , ,extreme_interest,community_meeting, ,"family, conservation_org", ,no, , , , , ,strongly_agree,strongly_agree,agree,strongly_agree,no, ,yes,ggc, ,kws, ,disagree,disagree,agree,strongly_disagree, ,https://drive.google.com/open?id=18E6rV6YFt6BZEStIaABqSIdzwnAfJGJZ,uuid:3074b183-5187-4305-ad01-ed4b339af487
18/02/22 10:00,18/02/22 10:33,18/02/22, ,yes,"-0.5606258,39.7115307",114.6,4.96,owino,garissa,jarirot,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,purchased,group,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,agriculture, ,"mangoes, melon, bananas", ,yes,"destroy_crops, destroy_property", ,"river, crops", ,dry,"night, dusk",increase,partial_loss,No idea,Na,extremely_important,yes,"fence, guard", ,not,moderately, , , , , , ,Giraffe circle around to find openings or even breakthrough fence,Sometime they sleep and giraffes comes in but they chase them when awake, , , , , , , , , , , ,yes,Wire fencing,extreme_interest,Fencing with wire,"neighbour_uses, easy_use, available", ,"financial_constraints, expensive_equipment", ,government_institutions, ,"information, training, financial_support", ,"conservation_org, others",Agricultural people,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,no, , ,"compensation, prevention", ,no, , ,extreme_interest,community_meeting, ,others,Farmers associations,yes,strongly_agree,strongly_agree,agree,no_opinion,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1Om-N-uxmIvDul_wayYOW2sMxz7_n_XZU,uuid:11da661d-ef51-4220-a651-ac3c2cd01cc3
18/02/22 10:39,18/02/22 11:23,18/02/22, ,yes,"-0.5606021,39.7119224",113.8,4.816,owino,garissa,jarirot,male,50 to 59,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,purchased,individual,1981_1990s,less_1km,less_5Ha,agriculture, ,"bananas, mangoes", ,yes,"destroy_crops, destroy_property", ,"crops, water, river", ,dry,"night, dawn",increase,partial_loss,No sure,Na,extremely_important,yes,"fence, guard, others",Torch at the corners of farms,not,moderately, , , , ,extremely, ,They breakthrough,They chase them but not always, , , , , , , , , ,Torch indicate presence of human and giraffe are afraid humans, ,yes,Increase number of flashlight,extreme_interest,Fencing wire and clear Bush for visibility,"available, easy_use", ,"expensive_equipment, financial_constraints", ,"farmers_association, ngss, government_institutions", ,"financial_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,agree,strongly_agree,agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1DLFkHPDeb3KJNExA5AVhHaxdN-f9hrJa,uuid:1802daaf-5399-4788-a73f-1488fdb485a9
19/02/22 09:35,19/02/22 10:24,19/02/22, ,yes,"-0.5754167,39.6879481",88.5,5.333,owino,garissa,jarirot,male,40 to 49,informal,farmer, ,beyond_20 years,yes,owner,purchased,individual,2001_2010,less_1km,less_5Ha,agriculture, ,"mangoes, bananas, melon", ,yes,destroy_crops, ,"crops, river", ,dry,"night, dawn",increase,total_loss,Not sure,Na,very_important,yes,"guard, fence, fire, others",Flashlight,moderately,Highly, ,moderately, , ,extremely,Only when installed properly, ,They chase but still come around, , , ,Giraffe avoid entering where there is fire but go around in dark area, , , , , ,Show that there is somebody around, ,yes,Electric fence could help,extreme_interest,Electric fence,"available, easy_use", ,"expensive_equipment, financial_constraints, lack_knowledge", ,farmers_association, ,"technical_support, financial_support, training", ,local_govt, ,morning_weekdays,monday,school, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,community_meeting, ,"family, others",Farmers associations,yes,agree,agree,agree,agree,agree, , , , ,no, ,no, , ,kws, ,agree,agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=13i-93A_UXAmcfncsfQIT1uH9RdXA6TY5,uuid:25ef0136-3c6f-4bce-a60c-e7a120b2c2ee
19/02/22 10:01,19/02/22 10:40,19/02/22, ,yes,"-0.5753973,39.6879273",102.2,4.92,owino,garissa,jarirot,male,29 to 39,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,govt_issued,group,2011_2020,beyond_5km,less_5Ha,agriculture, ,"bananas, mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"river, crops, water", ,dry,"night, dawn",increase,total_loss,Na,Na,extremely_important,yes,"fence, guard, fire, propellas", ,not,Highly, ,Highly, ,moderately, , ,They breakthrough,Chase them away, , , ,They are afraid, , , ,They think someone is in the farm, , , ,yes,Use better fencing material,extreme_interest,Wire fencing,"neighbour_uses, available, easy_use", ,"expensive_equipment, financial_constraints", ,"farmers_association, ngss, government_institutions", ,"financial_support, training", ,local_govt, ,afternoon_weekdays,thursday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree, , , , ,yes,community,yes,ggc, ,kws, ,strongly_agree,agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1bmQ_BE8dzgd26MCs2hz5EvVCESdsB7NB,uuid:1ff4f73c-a605-4e62-b5b8-a421d59a6a89
19/02/22 10:41,19/02/22 10:54,19/02/22, ,yes,"-0.5754244,39.6878072",94.5,5.12,owino,garissa,jarirot,male,18 to 28,secondary,farmer, ,beyond_20 years,yes,owner,first_come,group,2001_2010,less_1km,less_5Ha,agriculture, ,"bananas, mangoes, lemons, others",Guava,yes,"destroy_crops, destroy_property", ,"crops, water, river", ,dry,night,increase,partial_loss,Na,Na,extremely_important,yes,"fence, propellas, fire", ,not, , ,moderately, ,moderately, , ,They breakthrough fence_live fence, , , , ,Indicate  human presence, , , ,Indicate human, , , ,yes,Wire fencing,extreme_interest,Floodlights,"available, easy_use", ,"expensive_equipment, financial_constraints, lack_knowledge", ,farmers_association, ,"financial_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,not_satisfied,"prevention, compensation", ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1hN1rrZVcrqW36Uhh8luDNNoJ6GZPSO8M,uuid:f07b262a-63c5-48c7-b315-24d8955d22f3
19/02/22 10:56,19/02/22 11:10,19/02/22, ,yes,"-0.5753447,39.6879779",110.1,5.316,owino,garissa,jarirot,male,18 to 28,secondary,farmer, ,more than_10_but_less_15_years,yes,owner,first_come,community,2001_2010,less_1km,less_5Ha,agriculture, ,"mangoes, bananas, others",Guava,yes,destroy_crops, ,"crops, river", ,dry,night,increase,partial_loss,Na,Na,extremely_important,yes,"fence, fire, propellas", ,moderately, , ,moderately, ,moderately, ,Indicate human presence, , , , , ,Indicate human presence, , , ,Indicate human presence, , , ,yes,Install security  light,extreme_interest,Employ security guard,available, ,financial_constraints, ,"farmers_association, Indivudually", ,"financial_support, technical_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,disagree,strongly_agree, ,https://drive.google.com/open?id=1s4aeIdxVdO8vbTnE_6Y5kmS865To0O2j,uuid:86f9bf6e-1703-4f83-ab7f-beaec4bf35c7
19/02/22 11:11,19/02/22 12:25,19/02/22, ,yes,"-0.5755031,39.6877825",91,4.8,owino,garissa,jarirot,male,40 to 49,informal,farmer, ,beyond_20 years,yes,owner,first_come,community,2001_2010,less_1km,less_5Ha,agriculture, ,"bananas, lemons, others",Tomatoes,yes,"destroy_crops, destroy_property", ,"crops, river", ,dry,night,increase,total_loss,Na,Na,extremely_important,yes,fence, ,not, , , , , , , ,Tall better fence, , , , , , , , , , , , ,yes,Tall wire fence,moderate_interest,Security,available, ,"financial_constraints, expensive_equipment", ,Indivudually, ,"technical_support, financial_support", ,conservation_org, ,morning_weekend,saturday,farm, ,no,I_don't_know_where, , , , ,no, , ,compensation, ,no, , ,extreme_interest,conservation_org, ,family, ,yes,agree,agree,agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,agree,disagree,disagree, ,https://drive.google.com/open?id=13PfGIYRHhf9LQjYb4NTPeuKoMQOym8sJ,uuid:a1de0262-bbf0-482c-879d-6be2bd951af0
19/02/22 11:41,19/02/22 12:07,19/02/22, ,yes,"-0.5720345,39.6904494",87.9,4.82,owino,garissa,jarirot,male,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,first_come,community,1991_2000,less_1km,less_5Ha,agriculture, ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na,Na,very_important,yes,fence, ,not, , , , , , , ,Install better fence, , , , , , , , , , , , ,yes,Install better fence,slight_interest,TALLER WIRE FENCE,available, ,"expensive_equipment, financial_constraints", ,farmers_association, ,"financial_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,yes, , ,"kws, farmers_association",verbally_in-person, ,yes,no,not_satisfied,compensation, ,no, , ,extreme_interest,conservation_org, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,disagree,agree, ,https://drive.google.com/open?id=1My53KW-2EekBdmoy3CgNoqdADsbksgQ8,uuid:88773025-6388-4b3a-8600-160fbfd55aaf
19/02/22 12:25,19/02/22 12:39,19/02/22, ,yes,"-0.5720696,39.6905021",105,4.92,owino,garissa,jarirot,male,29 to 39,informal,farmer, ,more_than_5_but_less_10 years,yes,owner,first_come,community,2001_2010,less_1km,less_5Ha,agriculture, ,"lemons, bananas", ,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na,Na,extremely_important,yes,fence, ,moderately, , , , , , ,Tall wire fence, , , , , , , , , , , , , ,yes,Tall wire fence,no_interest, , , ,"expensive_equipment, financial_constraints", ,farmers_association, ,"financial_support, technical_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,no,no_means, , , , ,no, , ,prevention, ,no, , ,moderate_interest,community_meeting, ,conservation_org, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,no, , ,kws, ,strongly_agree,strongly_agree,agree,agree, ,https://drive.google.com/open?id=1vRecbmunWHRruPZIZtcoBy6APHHSJRm_,uuid:906f8537-1bc5-4142-8b88-dca3f660cf84
19/02/22 12:40,19/02/22 12:57,19/02/22, ,yes,"-0.5721048,39.6904531",104.5,4.5,owino,garissa,jarirot,male,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,first_come,community,2001_2010,less_1km,less_5Ha,agriculture, ,"lemons, bananas, mangoes", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"night, dawn",increase,no_loss,Na,Na,very_important,yes,fence, ,not, , , , , , , ,Fence is too short  than giraffe, , , , , , , , , , , , ,yes,Tall wire fence,no_interest, , , ,"financial_constraints, expensive_equipment, lack_knowledge", ,Indivudually, ,"technical_support, financial_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,yes, , ,farmers_association,verbally_in-person, ,yes,no,not_satisfied,prevention, ,no, , ,slight_interest,conservation_org, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,agree,agree, , , , ,no, ,no, , ,kws, ,agree,agree,disagree,disagree, ,https://drive.google.com/open?id=1s72FBSbup4zgLFSmRaUFR4_Y5ID0X4KT,uuid:cc1facc6-eaa9-4e9b-83f0-5830743c3b9c
19/02/22 12:57,19/02/22 13:21,19/02/22, ,yes,"-0.5716439,39.6900509",96.4,4.85,owino,garissa,jarirot,female,40 to 49,informal,farmer, ,more_than_15_but_less_20_years,yes,owner,first_come,individual,2001_2010,less_1km,6_10Ha,agriculture, ,"mangoes, bananas, lemons, others",Tomatoes,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na,Na,slightly_important,yes,"fire, fence, propellas", ,moderately, , ,moderately, ,moderately, ,Just break through, , , , , ,Indicate human presence, , , ,Indicate human presence, , , ,yes,Tall wire fence,no_interest, , , ,"financial_constraints, lack_knowledge", ,Indivudually, ,"financial_support, technical_support", ,conservation_org, ,morning_weekend,saturday,farm, ,no,no_means, , , , ,no, , ,compensation, ,no, , ,slight_interest,community_meeting, ,owner, ,yes,strongly_agree,agree,strongly_agree,agree,agree, , , , ,no, ,yes,ggc, ,kws, ,agree,agree,strongly_agree,agree, ,https://drive.google.com/open?id=1ydmBtKF0ivC5nnvrz1nTDA-1WmSbHgqg,uuid:89a70a00-4c35-4a26-9403-74f81ab94924
19/02/22 13:21,19/02/22 13:32,19/02/22, ,yes,"-0.5716654,39.6901353",109.2,4.9,owino,garissa,jarirot,female,60 or older,informal,farmer, ,more than_10_but_less_15_years,yes,owner,first_come,individual,2011_2020,more_than_1km_but_less_than_2km,less_5Ha,agriculture, ,"bananas, lemons, mangoes", ,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na,Na,very_important,yes,fence, ,moderately, , , , , , ,Break the fence, , , , , , , , , , , , , ,yes,Tall wire fence,no_interest, , , ,financial_constraints, ,none, ,"technical_support, training, others",Ploughing,conservation_org, ,morning_weekend,saturday,farm, ,no,no_means, , , , ,no, , ,compensation, ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_agree,agree,strongly_agree,agree,strongly_agree, , , , ,no, ,yes,ggc, ,none, ,agree,agree,agree,strongly_agree, ,https://drive.google.com/open?id=1SsLZvchpO6qcA68d4W_p1se1zVVyHPDz,uuid:6a401439-e729-47b9-b7b6-9294eb36b878
19/02/22 13:32,19/02/22 13:44,19/02/22, ,yes,"-0.5716647,39.6900994",111.7,6.166,owino,garissa,jarirot,male,40 to 49,primary,"farmer, pastoralist", ,beyond_20 years,yes,owner,inherited,community,1991_2000,less_1km,More_20Ha,agriculture, ,"mangoes, bananas, lemons, vegetable, melon", ,yes,"destroy_crops, destroy_property", ,crops, ,dry,"night, dawn",increase,partial_loss,Na,Na,extremely_important,yes,"fence, guard, fire", ,not,moderately, ,moderately, , , , ,They break through fences,Only effective when around throughout, , , ,Indicate human presence, , , , , , , ,yes,Electric fence,extreme_interest,Electric wire fencing,"neighbour_uses, available, easy_use", ,"financial_constraints, expensive_equipment", ,farmers_association, ,"information, training, financial_support", ,"farmer, local_govt, conservation_org", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,no, , ,prevention, ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1Srrt8j8ANZCAZeiPAe2E57JFptHBv2Yl,uuid:894c550a-c37c-49a2-b624-292206ac2c6d
17/02/22 12:02,17/02/22 12:26,17/02/22, ,yes,"-0.3868027,39.6150022",153.8,8.7,sahal,garissa,raya,female,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,govt_issued,group,1991_2000,more_than_1km_but_less_than_2km,6_10Ha,"agriculture, grazing", ,"mangoes, melon, vegetable, lemons", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,partial_loss,50 box,20 box,extremely_important,yes,"fence, guard, fire, pitfall", ,not,moderately, ,not,Highly, , , ,Breaks easily,Alert to chase them away, , , , ,Not that much effective,They scare away the girraffes, , , , , ,no, ,extreme_interest,I don't know for now,others,I. Don't know,don't_know_other_methods, ,"farmers_association, government_institutions, ngss", ,information, ,farmer, ,afternoon_weekend,sunday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,not_satisfied,compensation, ,no, , ,extreme_interest,"radio, community_meeting", ,"family, others",Expert if available,yes,agree,agree,agree,agree,agree, , , , ,no, ,yes,ggc, ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1EqVDQIUbeC3Ad-j-6UsBFHNoIttihrjv,uuid:71c7d4c2-a045-432d-8208-c95bf7233f14
17/02/22 12:48,17/02/22 13:01,17/02/22, ,yes,"-0.3851272,39.6171551",160.5,4.48,sahal,garissa,raya,female,50 to 59,informal,farmer, ,beyond_20 years,yes,owner,inherited,group,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,"agriculture, grazing", ,"mangoes, lemons, others",Grass,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dusk, night",increase,partial_loss,20boxes,2or 3 boxes,extremely_important,yes,"guard, fence", ,not,moderately, , , , , , ,Breaks easily,Alert to chase the girraffes away, , , , , , , , , , , ,yes,Through government support,extreme_interest,Using guns,kws_use, ,"expensive_equipment, financial_constraints, lack_knowledge, outlawed", ,"farmers_association, government_institutions, ngss", ,"information, technical_support, financial_support, training, permission", ,"local_govt, conservation_org", ,morning_weekend,sunday,farm, ,yes, , ,kws,verbally_in-person, ,yes,no,extremely_satisfied,compensation, ,no, , ,extreme_interest,"community_meeting, radio", ,family, ,yes,agree,agree,agree,no_opinion,no_opinion, , , , ,no, ,no, , ,none, ,agree,agree,disagree,agree, ,https://drive.google.com/open?id=1RMuZjApgMseZ107qEAytTjp8Lm1YU8ZR,uuid:8be6907d-1df6-4993-a06a-ec1ef0ef7c0b
