data-start,data-end,data-today,data-intro,data-group1-consent,data-group1-coordinates,data-group1-coordinates-altitude,data-group1-coordinates-accuracy,data-group1-interviewer,data-group1-subcounty,data-group1-village,data-group2-gender,data-group2-age,data-group2-education,data-group2-career_g-career,data-group2-career_g-career_other,data-group2-resisdence_time,data-group2-birth_place,data-group2-farm_role,data-group2-ownership_by,data-group2-tenure,data-group2-farming_year,data-group2-river_dist,data-group2-farm_size,data-group2-landuse_g-landuse,data-group2-landuse_g-landuse_other,data-group2-crop_g-crop,data-group2-crop_g-crop_other,data-group3-invasion,data-group3-giraffe_action_g-giraffe_action,data-group3-giraffe_action_g-giraffe_action_other,data-group3-giraffe_attractants_g-giraffe_attractants,data-group3-giraffe_attractants_g-giraffe_attractants_other,data-group3-invasion_frq,data-group3-invasion_time,data-group3-invasion_trend,data-group3-income_impact,data-group3-harvest1,data-group3-harvest2,data-group4-reduc_imp,data-group4-using_measure,data-group4-measures_g-measures,data-group4-measures_g-measures_other,data-group3.1-effectiveness1,data-group3.1-effectiveness2,data-group3.1-effectiveness3,data-group3.1-effectiveness4,data-group3.1-effectiveness5,data-group3.1-effectiveness6,data-group3.1-effectiveness7,data-effectiveness_thoughts-eff_resn1,data-effectiveness_thoughts-eff_resn2,data-effectiveness_thoughts-eff_resn3,data-effectiveness_thoughts-eff_resn4,data-effectiveness_thoughts-eff_resn5,data-effectiveness_thoughts-eff_resn6,data-effectiveness_thoughts-eff_resn7,data-effectiveness_thoughts-eff_resn8,data-effectiveness_thoughts-eff_resn9,data-effectiveness_thoughts-eff_resn10,data-effectiveness_thoughts-eff_resn11,data-effectiveness_thoughts-eff_resn12,data-effectiveness_thoughts-eff_resn13,data-effectiveness_thoughts-eff_resn14,data-impro_mtd,data-impro_mtd1,data-try_new,data-new_mtd,data-trial_resn_g-trial_resn,data-trial_resn_g-trial_resn_other,data-bar_new_g-bar_new,data-bar_new_g-bar_new_other,data-sol_appr_g-sol_appr,data-sol_appr_g-sol_appr_other,data-req_try_new_g-req_try_new,data-req_try_new_g-req_try_other,data-lead_training_g-lead_training,data-lead_training_g-lead_training_other,data-time_training-time_training,data-time_training-pick_day,data-mgt_plc_g-mgt_plc,data-mgt_plc_g-mgt_plc_other,data-group5-do_repo,data-group5-no_repo_why_g-no_repo_why,data-group5-no_repo_why_g-no_repo_other,data-group5-repo_where,data-group5-repo_how_g-repo_how,data-group5-repo_how_g-repo_how_other,data-group5-past_repo,data-group5-issu_addr,data-group5-feedback,data-group5-sat_fdbck_g-sat_fdbck,data-group5-sat_fdbck_g-sat_fdbck_other,data-group5-receive_info,data-group5-receiving_CH_g-receiving_CH,data-group5-receiving_CH_g-receiving_CH_other,data-group5-interested_knowing,data-group5-receiving_CH1_g-receiving_CH1,data-group5-receiving_CH1_g-receiving_CH1_other,data-group5-advice_g-advice,data-group5-advice_g-advice_other,data-group6-conservation,data-group6-group6.1-cons_yes1,data-group6-group6.1-cons_yes2,data-group6-group6.1-cons_yes3,data-group6-group6.1-cons_yes4,data-group6-group6.1-cons_yes5,data-group6-group6.2-cons_no1,data-group6-group6.2-cons_no2,data-group6-group6.2-cons_no3,data-group6-group6.2-cons_no4,data-group6-part_in_conser,data-group6-invol_inst,data-group6-aware_pa,data-group6-prot_area,data-group6-prot_area_other,data-group6-cons_org_g-cons_org,data-group6-cons_org_g-cons_org_other,data-group6-group6.3-cons_feeling1,data-group6-group6.3-cons_feeling2,data-group6-group6.3-cons_feeling3,data-group6-group6.3-cons_feeling4,data-group6-group6.3-remarks,data-meta-audit,data-meta-instanceID
25/02/22 10:23,25/02/22 10:37,25/02/22, ,yes,"-0.5480689,39.6909456",111.2,4.883,owino,garissa,bula_salama,male,40 to 49,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,first_come,group,2001_2010,more_than_2km_but_less_than_3km,less_5Ha,agriculture, ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"water, crops", ,dry,"dawn, dusk, night",increase,partial_loss,Na, ,extremely_important,yes,"guard, fire, propellas", , ,moderately, ,moderately, ,moderately, , , ,They chase them away, , , ,Some are afraid but not all, , , ,"When we chase giraffes we knock iron sheet to produce noice spaying them makes them think so,eome is around", , , ,yes,Install a fence,extreme_interest,Wire fencing,"available, easy_use", ,"financial_constraints, expensive_equipment", ,"government_institutions, ngss", ,"financial_support, information", ,"conservation_org, local_govt", ,morning_weekdays,friday,farm, ,no,nothing_happens, , , , ,no, , ,prevention, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1aLCvLpJX7U4WzsG1x61TuewXhDv4c3N0,uuid:505eb107-9010-4c21-a1ac-e01b5ab5e9d4
25/02/22 10:57,25/02/22 11:25,25/02/22, ,yes,"-0.5480069,39.6907168",122.6,4.8,owino,garissa,bula_salama,male,50 to 59,informal,farmer, ,beyond_20 years,no,owner,first_come,group,2001_2010,more_than_2km_but_less_than_3km,less_5Ha,agriculture, ,"mangoes, lemons, vegetable", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,all_year_round,"dawn, dusk, night",increase,partial_loss,Na, ,extremely_important,yes,"others, propellas, guard, fire",Floodlights on a string, ,Highly, ,moderately, ,moderately,moderately, , ,Chase them whenever enter, , , ,They avoid entry at fire points, , , ,They think there are human around, ,Indicate humans presence, ,yes,Install proper fence,extreme_interest,Wire fencing,available, ,"expensive_equipment, financial_constraints", ,"government_institutions, ngss", ,"information, financial_support, training", ,"farmer, local_govt, conservation_org", ,morning_weekdays,friday,farm, ,no,others,I barely have time to go report, , , ,no, , ,prevention, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1PRkGiQCYmxT2AIF9r3Zy8cSvCxPjFTLQ,uuid:7d09cdfe-091f-42fb-a2fe-0e5e9323a598
26/02/22 09:19,26/02/22 09:35,26/02/22, ,yes,"-0.5954583,39.7642233",108,4.8,owino,garissa,bula_bakari,male,18 to 28,primary,"farmer, others",Charcoal burning,beyond_20 years,yes,owner,inherited,community,1991_2000,less_1km,11_15Ha,"agriculture, others",Charcoal burning,"mangoes, others",Maize,yes,"destroy_crops, destroy_property", ,"crops, river", ,dry,"night, dusk, dawn",increase,partial_loss,Na, ,extremely_important,yes,"fence, guard, fire, propellas", ,not,moderately, ,moderately, ,moderately, , ,They break fences,They sleep sometimes and that is when they come, , , ,Burns out but helps although others are not scared of it, , , ,They think there is someone on the farm, , , ,yes,Install better fence,extreme_interest,Wire fencing,"neighbour_uses, available", ,"expensive_equipment, financial_constraints", ,"ngss, government_institutions", ,"information, training, financial_support", ,conservation_org, ,morning_weekdays,friday,others,In the village,no,others,I don't know the offices of kws, , , ,no, , ,compensation, ,no, , ,extreme_interest,conservation_org, ,others,Agricultural officers,yes,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1Zv5QXOzLbrXWt1HSyGLirv9akCG7cQo3,uuid:195b0329-6f11-4f4b-a29c-469be450928c
26/02/22 09:55,26/02/22 10:13,26/02/22, ,yes,"-0.6051853,39.7557021",100,4.975,owino,garissa,bula_bakari,male,18 to 28,primary,farmer, ,beyond_20 years,yes,owner,inherited,community,2011_2020,less_1km,less_5Ha,agriculture, ,"mangoes, others, vegetable",Maize,yes,"destroy_crops, destroy_property", ,"crops, river", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, guard, guard_dog, fire, others, propellas",Flashlight on a string,not,Highly,moderately,moderately, ,moderately,moderately, ,They break fences,They chase them, ,They alert the guards, ,It indicate human presence, , , ,It indicate human presence, ,Indicate human presence, ,yes,Install proper fence,extreme_interest,Wire fencing  and security lights,"neighbour_uses, available, easy_use", ,"expensive_equipment, financial_constraints", ,"Indivudually, government_institutions, ngss", ,"information, training, financial_support", ,farmer, ,morning_weekdays,friday,school, ,no,others,They offices are very far, , , ,yes,no,not_satisfied,"compensation, prevention", ,no, , ,extreme_interest,"community_meeting, conservation_org", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1Alqf1yfk2xjimEey-iKVQR_jc4aY3PMF,uuid:8b6ff998-9fb3-401d-8873-2452c9e764f3
26/02/22 10:14,26/02/22 10:27,26/02/22, ,yes,"-0.6051872,39.7556742",110.3,10.75,owino,garissa,bula_bakari,male,60 or older,informal,farmer, ,beyond_20 years,yes,owner,inherited,community,before_1980s,less_1km,6_10Ha,agriculture, ,"mangoes, lemons, others, vegetable, melon",Maize,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, guard, fire", ,not,moderately, ,moderately, , , , ,They break fences,They chase them away, , , ,They are afraid it shows human presence, , , , , , , ,yes,Install proper fence,extreme_interest,Wire fencing,"neighbour_uses, available", ,"expensive_equipment, financial_constraints", ,"government_institutions, ngss", ,"information, training, financial_support", ,conservation_org, ,morning_weekdays,friday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,"compensation, prevention", ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1m1eqOPcGD0FeIXmdw7N836GaGFG-_sSs,uuid:2c8a3035-7c3e-4757-801a-6fd647dfdd67
26/02/22 10:36,26/02/22 10:50,26/02/22, ,yes,"-0.6032193,39.7541784",108.2,8.12,owino,garissa,bula_bakari,female,18 to 28,informal,farmer, ,beyond_20 years,yes,owner,inherited,community,1991_2000,less_1km,6_10Ha,agriculture, ,"mangoes, others",Maize,yes,"destroy_crops, destroy_property", ,"crops, river", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, guard, guard_dog, fire, propellas", ,not,moderately,moderately,not, ,Highly, , ,They break fences,They chase them but some days they sleep, ,They alert the guard, , ,They even pass close to it, , ,When someone shakes it they go but when tied to be blown by wind it doesn't help, , , ,yes,Install proper fence,extreme_interest,Wire fencing,"neighbour_uses, available, easy_use", ,"expensive_equipment, financial_constraints", ,"government_institutions, ngss, Indivudually", ,"information, financial_support, training", ,conservation_org, ,morning_weekend,saturday,farm, ,no,I_don't_know_where, , , , ,no, , ,compensation, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree, , , , ,no, ,no, , ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1IN9v3zKBh4KjnIoxf94FfTt0e32SGsL1,uuid:7297e1fd-acfd-43f7-a28a-f30e38c4810a
28/02/22 08:09,28/02/22 08:35,28/02/22, ,yes,"-0.5045521,39.6802589",95.6,4.75,owino,garissa,bour_algy,male,50 to 59,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,inherited,community,2011_2020,less_1km,less_5Ha,agriculture, ,"lemons, mangoes", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"night, dawn",no_change,total_loss,Na, ,extremely_important,yes,"fence, propellas, guard, others, fire",Flashlight on a string,not,moderately, ,not, ,moderately,moderately, ,They break fences,"They chase them away, giraffe are afraid of human", , , , ,I think they are used to it, , ,They think someone is waving and making noise, ,They are used to flashlight, ,yes,Use security light giraffes think they will be seen raiding farms,extreme_interest,Security lights,"neighbour_uses, available", ,"expensive_equipment, financial_constraints, lack_knowledge", ,"government_institutions, ngss", ,"information, technical_support, training, financial_support", ,local_govt, ,morning_weekend,saturday,farm, ,yes, , ,kws,verbally_in-person, ,yes,yes,moderately_satisfied,prevention, ,no, , ,extreme_interest,"community_meeting, conservation_org", ,owner, ,yes,disagree,agree,agree,strongly_agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,agree,strongly_agree,strongly_agree, ,https://drive.google.com/open?id=1TXQcluB3puUKbEp23G68lGncWCfLjroC,uuid:5032f01b-8098-4f8e-95fb-263c15734236
01/03/22 08:10,01/03/22 08:45,01/03/22, ,yes,"-0.4971067,39.6707683",126.8,4.5,owino,garissa,bula_gem,male,60 or older,informal,"farmer, others",Ex kws officer,beyond_20 years,yes,owner,inherited,community,before_1980s,less_1km,More_20Ha,agriculture, ,"mangoes, others, lemons, bananas",Guava and pawpaw,yes,"destroy_crops, destroy_property", ,"crops, water, river", ,dry,"night, dawn, dusk",increase,partial_loss,Na, ,extremely_important,yes,"guard, fence", ,not,moderately, , , , , , ,They break fences,They chase them but sometimes sleep, , , , , , , , , , , ,no, ,no_interest, , , ,others,"I don't think it is fair to chase them while we are the problem. Blocking water points brought this problem,",government_institutions, ,others,I don't want to try any other method,"conservation_org, local_govt", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,no, , ,others,Nothing really we will just live with them,no, , ,no_interest,others,I worked with kws I don't know more about animals and I have accepted the fate,"family, others",As a former kws officer I advise other farmers around me,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,yes,"govt, community, individual, NGOs",yes,"ihcc, anr, rnr, ggc", ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1_x12DYqKv3F3qkktlEqBqY2PSlSwyVXV,uuid:e04e8dc5-d2a1-4e57-a05c-ab5f348a42bc
01/03/22 09:06,01/03/22 09:20,01/03/22, ,yes,"-0.4952367,39.671184",128.4,4.2,owino,garissa,bula_gem,male,60 or older,secondary,"farmer, pastoralist", ,beyond_20 years,yes,owner,inherited,group,before_1980s,less_1km,More_20Ha,agriculture, ,"mangoes, others, lemons, vegetable, melon, bananas",Guava,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"propellas, guard, fence, fire", ,not,Highly, ,not, ,Highly, , ,They break fences,They chase them, , , , ,They are not afraid of fire unless someone is in the farm, , ,They make noise to chase them but not when they are rushing, , , ,yes,Install proper fence,extreme_interest,Wire fencing or electricity,"available, easy_use", ,"expensive_equipment, financial_constraints, lack_knowledge", ,government_institutions, ,"financial_support, training", ,"farmer, others",Researcher,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,"prevention, compensation", ,no, , ,extreme_interest,"radio, newspaper, conservation_org, community_meeting, social_media", ,others,Agricultural officers,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,yes,individual,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1lyujtbLSxIXVsS1Do0_LqGhwO1qZe-DN,uuid:b7b86a65-3e1f-424e-ad45-0aeb89fd54a0
01/03/22 09:32,01/03/22 09:55,01/03/22, ,yes,"-0.4942685,39.6710186",140.9,4.96,owino,garissa,bula_gem,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,no,owner,first_come,group,1991_2000,less_1km,less_5Ha,agriculture, ,"mangoes, lemons, others",Guava,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, propellas, fire, guard, others",Flashlight on a string,not,Highly, ,not, ,moderately,not, ,They break fences,They chase them, , , , ,They are used to it, , ,They make noise chasing them but they return, , ,They are used to it unless someone is waving it they even pass close to the flashlight,yes,Install proper fence,extreme_interest,Wire fencing,"neighbour_uses, available, easy_use", ,"expensive_equipment, financial_constraints", ,Indivudually, ,"information, financial_support, training", ,"local_govt, conservation_org, farmer", ,morning_weekend,saturday,farm, ,yes, , ,farmers_association,verbally_in-person, ,no, , ,prevention, ,no, , ,extreme_interest,community_meeting, ,family, ,yes,strongly_disagree,strongly_agree,agree,strongly_agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1L6amSvJKUf3DdplGEC0fRf06l601yxAh,uuid:7b46ff35-71c6-40a1-b413-32401cb967e2
01/03/22 10:01,01/03/22 10:27,01/03/22, ,yes,"-0.4937658,39.6712115",119.1,4.3,owino,garissa,bula_gem,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,first_come,group,before_1980s,less_1km,less_5Ha,agriculture, ,"mangoes, lemons, bananas, others",Guava,yes,destroy_crops, ,"crops, water", ,dry,night,increase,partial_loss,Na,Na,extremely_important,yes,"others, guard, fire, fence",Flashlight on a string,not,Highly, ,not, , ,moderately, ,They break it it is live fence,They chase them away, , , , ,They are used to fire, , , , ,"They are used to it, it used to help but not anymore", ,yes,Increase live guard,extreme_interest,Increase live guards,available, ,"expensive_equipment, financial_constraints", ,government_institutions, ,"financial_support, information, training", ,"conservation_org, local_govt, farmer", ,morning_weekend,sunday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,radio, ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=10p26EsI3KARm02-DsL642hNVf4unZo_L,uuid:2f658112-6200-46f7-8bdf-218702738ec1
01/03/22 10:28,01/03/22 10:47,01/03/22, ,yes,"-0.4937358,39.6711791",123.9,4.8,owino,garissa,bula_gem,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,no,owner,first_come,group,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,agriculture, ,"bananas, lemons, mangoes", ,yes,destroy_crops, ,"crops, water", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, guard", ,not,moderately, , , , , , ,They break fences,Sleeps but when awake it helps, , , , , , , , , , , ,yes,Install proper fence,extreme_interest,Wire fencing,"neighbour_uses, available, easy_use", ,"expensive_equipment, financial_constraints", ,government_institutions, ,"information, financial_support, training", ,"farmer, local_govt, conservation_org", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1ELgLBrFbh05ghmvran1jmSonuBZ_aTX4,uuid:e781450d-006d-48f2-9aa8-f25d0444b9c7
01/03/22 10:58,01/03/22 11:29,01/03/22, ,yes,"-0.4930019,39.6715443",207.3,4.916,owino,garissa,bula_gem,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,inherited,community,before_1980s,less_1km,less_5Ha,agriculture, ,"mangoes, bananas, lemons, others","Guava,  pawpaw",yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"night, dawn",increase,partial_loss,Na, ,extremely_important,yes,"guard, fence, fire", ,moderately,Highly, ,moderately, , , ,It is wire fence but sometimes they still break through, ,When someone is in the farm they cannot break the fence, , , ,It helps they cannot break the fence, , , , , , , ,yes,Use security lights in addition to fencing and live guard,extreme_interest,Security lights,"available, easy_use", ,"expensive_equipment, financial_constraints", ,"government_institutions, ngss", ,"financial_support, information, training", ,"farmer, local_govt, conservation_org", ,morning_weekend,saturday,farm, ,no,others,I have been sick for awhile I had no chance to report, , , ,yes,yes,satisfied,prevention, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,agree,strongly_agree,agree,agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1ll7xXmlT5y-YGoe6HoYflxhgM91LCoct,uuid:1f9b2657-73af-4b47-a1bc-57441f405ab0
01/03/22 11:48,01/03/22 12:12,01/03/22, ,yes,"-0.4944418,39.669868",101.3,4.52,owino,garissa,bula_gem,male,60 or older,primary,"farmer, others",Ex kws,beyond_20 years,yes,owner,first_come,community,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,agriculture, ,"mangoes, lemons", ,yes,"destroy_property, destroy_crops", ,"crops, water, river", ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"guard, fence, fire, propellas", ,not,Highly, ,not, ,moderately, , ,They break fences,When awake they chase them, , , , ,They are used to it by now but it helps, , ,They are used it, , , ,yes,Install proper fence,extreme_interest,Wire fencing,"neighbour_uses, available", ,"expensive_equipment, financial_constraints", ,"Indivudually, government_institutions", ,"information, financial_support, training", ,others,Agricultural officers,morning_weekend,saturday,farm, ,no,"others, nothing_happens",It has become a normal thing, , , ,yes,no,not_satisfied,"prevention, compensation", ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree, , , , ,yes,"govt, community, NGOs, individual",yes,"ggc, anr, rnr, bec, ihcc", ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1uquLCKiBfx2VjrlRtpwfQ1DiYsaZJqN-,uuid:bb57be69-e10c-4756-97f1-b4eda6509a7a
04/03/22 08:34,04/03/22 08:59,04/03/22, ,yes,"-0.4939467,39.6694308",127.5,4.983,owino,garissa,bula_gem,male,60 or older,informal,"farmer, pastoralist", ,beyond_20 years,yes,owner,first_come,group,1991_2000,more_than_1km_but_less_than_2km,less_5Ha,agriculture, ,mangoes, ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dawn, night, dusk",increase,partial_loss,Na, ,extremely_important,yes,"fence, propellas, fire", ,not, , ,not, ,not, , ,The break the fence on daily basis (wire fence), , , , , ,They are used to it, , , ,They are used to this, , ,no, ,extreme_interest,Employ a live guard,available, ,financial_constraints, ,Indivudually, ,financial_support, ,"farmer, local_govt, conservation_org", ,morning_weekend,saturday,others,In the village,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,"community_meeting, conservation_org", ,owner, ,yes,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1U_PPEEKVuJiCN_w1aHiPKHYZIamBWFzp,uuid:6caa1bff-a0d0-448a-913b-ba6a31104b8a
04/03/22 09:08,04/03/22 09:28,04/03/22, ,yes,"-0.4927464,39.6698791",104.3,6.366,owino,garissa,bula_gem,female,40 to 49,informal,farmer, ,beyond_20 years,yes,owner,purchased,group,2011_2020,beyond_5km,6_10Ha,agriculture, ,"mangoes, lemons, bananas", ,yes,"destroy_crops, destroy_property", ,crops, ,dry,night,increase,partial_loss,Na, ,extremely_important,yes,"fence, guard, fire", ,not,moderately, ,not, , , , ,Giraffe is tall and can jump over fence or even break it (wire fence),They are effective but sleep sometimes, , , , ,They are used to fire, , , , , , ,yes,Maybe have other farms around but for now my farm is the only farm in that area,no_interest, , , ,"accustomed_to_current_methods, don't_know_other_methods", ,"government_institutions, ngss", ,"information, financial_support, training", ,"conservation_org, local_govt", ,morning_weekend,saturday,others,Village,no,nothing_happens, , , , ,no, , ,prevention, ,yes,conservation_org, ,extreme_interest,"conservation_org, community_meeting", ,family, ,no, , , , , ,strongly_agree,strongly_agree,strongly_agree,agree,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,disagree,agree, ,https://drive.google.com/open?id=17aynTc_3hrQoTP2oVVXP9Z_e4RTYIsHG,uuid:c17ced8e-b122-486d-91c1-10e914d8f634
04/03/22 09:35,04/03/22 09:50,04/03/22, ,yes,"-0.4928514,39.6711936",171.7,5.466,owino,garissa,bula_gem,female,18 to 28,primary,"farmer, ranger", ,beyond_20 years,yes,owner,purchased,individual,2011_2020,beyond_5km,6_10Ha,agriculture, ,"mangoes, lemons, bananas", ,yes,"destroy_crops, destroy_property", ,"crops, water, river", ,dry,"night, dawn",increase,partial_loss,Na, ,very_important,yes,"fence, guard, propellas", ,moderately,moderately, , , ,moderately, ,They break fences, ,They chase them but sleep sometimes, , , , , , , ,They think someone is in the farm, , , ,yes,Install proper fence,extreme_interest,Wire fencing,"available, easy_use", ,"financial_constraints, expensive_equipment", ,Indivudually, ,"training, information", ,local_govt, ,morning_weekend,saturday,farm, ,yes, , ,kws,verbally_in-person, ,yes,yes,not_satisfied,"prevention, compensation", ,yes,conservation_org, ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,agree,strongly_agree,agree,strongly_agree,agree, , , , ,yes,"govt, individual, NGOs",yes,"bec, ggc, ihcc, anr, rnr", ,"hcp, sgp, kws, nrt", ,agree,agree,strongly_agree,disagree, ,https://drive.google.com/open?id=1nqNdk5CJrI1MIxXRrBzLJaWUUgIMftBV,uuid:b1fe2855-03d8-492f-b008-c1210fa80bee
04/03/22 10:05,04/03/22 10:22,04/03/22, ,yes,"-0.4907343,39.6725378",125.4,4.98,owino,garissa,bula_gem,male,40 to 49,primary,"farmer, others",Charcoal burning,beyond_20 years,yes,owner,inherited,community,1991_2000,less_1km,less_5Ha,agriculture, ,"mangoes, lemons", ,yes,"destroy_crops, destroy_property", ,"crops, water, river", ,dry,"night, dusk, dawn",increase,partial_loss,Na, ,very_important,yes,"fence, guard, fire, propellas", ,not,moderately, ,not, ,not, , ,They break and jump over fence,They sleep but chase them when awake, , , , ,They are used to it by now, , , ,They don't care anymore, , ,yes,Install proper fence,extreme_interest,Wall fence,available, ,"financial_constraints, expensive_equipment", ,"government_institutions, ngss", ,"financial_support, technical_support", ,"conservation_org, local_govt, farmer", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,no, , ,compensation, ,no, , ,extreme_interest,"conservation_org, community_meeting", ,family, ,yes,strongly_agree,strongly_agree,agree,strongly_agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,disagree,agree, ,https://drive.google.com/open?id=1xXtxuyc7FTj1K6L_GOPiRvWGDWQraqhE,uuid:0ee67f0b-dd4e-44a8-82cb-11cbd0b32c65
04/03/22 10:35,04/03/22 10:55,04/03/22, ,yes,"-0.4919245,39.6744978",150.6,4.86,owino,garissa,bula_gem,male,50 to 59,informal,farmer, ,beyond_20 years,no,owner,first_come,group,1981_1990s,more_than_2km_but_less_than_3km,less_5Ha,agriculture, ,"mangoes, lemons, bananas", ,yes,"destroy_crops, destroy_property", ,"crops, water", ,dry,"dawn, dusk, night",increase,partial_loss,Na, ,very_important,yes,"fence, guard, fire", ,not,moderately, ,not, , , , ,They break fences,They chase them but they sleep sometimes, , , , ,They are used to it, , , , , , ,yes,Install proper fence,extreme_interest,Tall Wire fencing,"neighbour_uses, available", ,"expensive_equipment, financial_constraints", ,"government_institutions, ngss", ,"information, training, financial_support", ,"conservation_org, local_govt, farmer", ,morning_weekend,saturday,farm, ,no,nothing_happens, , , , ,yes,no,not_satisfied,prevention, ,no, , ,extreme_interest,"radio, community_meeting", ,family, ,yes,agree,strongly_agree,agree,strongly_agree,agree, , , , ,no, ,yes,ggc, ,kws, ,strongly_agree,strongly_agree,strongly_disagree,strongly_agree, ,https://drive.google.com/open?id=1l18R4pyFavJ3yhhmU7WOt74GzSiVW0BP,uuid:6b035777-488d-4325-bcfe-35c8b11ac5e6
